Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[Ecotype]	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[COMPOUND]
GSE5756GSM134416	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134416 sample	GSE5756GSM134416 extract	total_RNA	GSE5756GSM134416 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-113_381_Van-0_0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-113_381_Van-0_0.02%-silwet_Rep2_ATH1	GSM134416.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134415	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134415 sample	GSE5756GSM134415 extract	total_RNA	GSE5756GSM134415 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-112_327_Van-0_0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-112_327_Van-0_0.02%-silwet_Rep1_ATH1	GSM134415.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134414	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134414 sample	GSE5756GSM134414 extract	total_RNA	GSE5756GSM134414 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-111_430_Van-0_0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-111_430_Van-0_0.02%-silwet_Rep3_ATH1	GSM134414.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134426	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.30 mM SA in 0.02% silwet. na	Van-0	GSE5756GSM134426 sample	GSE5756GSM134426 extract	total_RNA	GSE5756GSM134426 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-123_444_Van-0_0.30mM-SA-in-0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-123_444_Van-0_0.30mM-SA-in-0.02%-silwet_Rep3_ATH1	GSM134426.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	salicylic acid
GSE5756GSM134421	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.30 mM SA in 0.02% silwet. na	Van-0	GSE5756GSM134421 sample	GSE5756GSM134421 extract	total_RNA	GSE5756GSM134421 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-118_348_Van-0_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-118_348_Van-0_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	GSM134421.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	salicylic acid
GSE5756GSM134417	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134417 sample	GSE5756GSM134417 extract	total_RNA	GSE5756GSM134417 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-114_438_Van-0_0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-114_438_Van-0_0.02%-silwet_Rep3_ATH1	GSM134417.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134425	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.30 mM SA in 0.02% silwet. na	Van-0	GSE5756GSM134425 sample	GSE5756GSM134425 extract	total_RNA	GSE5756GSM134425 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-122_384_Van-0_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-122_384_Van-0_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	GSM134425.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	salicylic acid
GSE5756GSM134418	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134418 sample	GSE5756GSM134418 extract	total_RNA	GSE5756GSM134418 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-115_312_Van-0_0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-115_312_Van-0_0.02%-silwet_Rep1_ATH1	GSM134418.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134413	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134413 sample	GSE5756GSM134413 extract	total_RNA	GSE5756GSM134413 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-110_375_Van-0_0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-110_375_Van-0_0.02%-silwet_Rep2_ATH1	GSM134413.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
GSE5756GSM134412	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0:  Treatment: 0.02% silwet. na	Van-0	GSE5756GSM134412 sample	GSE5756GSM134412 extract	total_RNA	GSE5756GSM134412 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-109_347_Van-0_0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-109_347_Van-0_0.02%-silwet_Rep1_ATH1	GSM134412.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.raw.1.zip	E-GEOD-5756-processed-data-1628607335.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5756/E-GEOD-5756.processed.1.zip	none
