Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5620GSM131231	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131231 sample	GSE5620GSM131231 extract	total_RNA	GSE5620GSM131231 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0111_Control-Shoots-0.5h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-0111_Control-Shoots-0.5h_Rep1	GSM131231.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	0.5	hours
GSE5620GSM131230	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5620-1	GSE5620GSM131230 sample	GSE5620GSM131230 extract	total_RNA	GSE5620GSM131230 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0722_Control-Roots-0.25h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0722_Control-Roots-0.25h_Rep2	GSM131230.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	root	0.25	hours
GSE5620GSM131241	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5620-1	GSE5620GSM131241 sample	GSE5620GSM131241 extract	total_RNA	GSE5620GSM131241 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0321_Control-Roots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-0321_Control-Roots-3.0h_Rep1	GSM131241.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	root	3	hours
GSE5620GSM131255	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131255 sample	GSE5620GSM131255 extract	total_RNA	GSE5620GSM131255 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0611_Control-Shoots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-0611_Control-Shoots-24.0h_Rep1	GSM131255.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	24	hours
GSE5620GSM131244	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131244 sample	GSE5620GSM131244 extract	total_RNA	GSE5620GSM131244 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0812_Control-Shoots-4.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0812_Control-Shoots-4.0h_Rep2	GSM131244.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	4	hours
GSE5620GSM131258	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5620-1	GSE5620GSM131258 sample	GSE5620GSM131258 extract	total_RNA	GSE5620GSM131258 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0622_Control-Roots-24.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0622_Control-Roots-24.0h_Rep2	GSM131258.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	root	24	hours
GSE5620GSM131236	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131236 sample	GSE5620GSM131236 extract	total_RNA	GSE5620GSM131236 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0212_Control-Shoots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0212_Control-Shoots-1.0h_Rep2	GSM131236.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	1	hours
GSE5620GSM131238	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5620-1	GSE5620GSM131238 sample	GSE5620GSM131238 extract	total_RNA	GSE5620GSM131238 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0222_Control-Roots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0222_Control-Roots-1.0h_Rep2	GSM131238.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	root	1	hours
GSE5620GSM131239	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131239 sample	GSE5620GSM131239 extract	total_RNA	GSE5620GSM131239 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0311_Control-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-0311_Control-Shoots-3.0h_Rep1	GSM131239.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	3	hours
GSE5620GSM131252	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131252 sample	GSE5620GSM131252 extract	total_RNA	GSE5620GSM131252 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0512_Control-Shoots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0512_Control-Shoots-12.0h_Rep2	GSM131252.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	12	hours
GSE5620GSM131228	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131228 sample	GSE5620GSM131228 extract	total_RNA	GSE5620GSM131228 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0712_Control-Shoots-0.25h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0712_Control-Shoots-0.25h_Rep2	GSM131228.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	0.25	hours
GSE5620GSM131250	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5620-1	GSE5620GSM131250 sample	GSE5620GSM131250 extract	total_RNA	GSE5620GSM131250 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0422_Control-Roots-6.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-0422_Control-Roots-6.0h_Rep2	GSM131250.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	root	6	hours
GSE5620GSM131223	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5620-1	GSE5620GSM131223 sample	GSE5620GSM131223 extract	total_RNA	GSE5620GSM131223 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-0011_Control-Shoots-0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-0011_Control-Shoots-0h_Rep1	GSM131223.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.raw.1.zip	E-GEOD-5620-processed-data-1628492058.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5620/E-GEOD-5620.processed.1.zip	shoot	0	hours
