Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5627GSM131423	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131423 sample	GSE5627GSM131423 extract	total_RNA	GSE5627GSM131423 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8313_Woundingstress-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8313_Woundingstress-Shoots-3.0h_Rep1	GSM131423.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	3	hours
GSE5627GSM131427	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131427 sample	GSE5627GSM131427 extract	total_RNA	GSE5627GSM131427 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8411_Woundingstress-Shoots-6.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8411_Woundingstress-Shoots-6.0h_Rep1	GSM131427.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	6	hours
GSE5627GSM131437	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5627-1	GSE5627GSM131437 sample	GSE5627GSM131437 extract	total_RNA	GSE5627GSM131437 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8621_Woundingstress-Roots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8621_Woundingstress-Roots-24.0h_Rep1	GSM131437.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	root	24	hours
GSE5627GSM131431	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131431 sample	GSE5627GSM131431 extract	total_RNA	GSE5627GSM131431 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8511_Woundingstress-Shoots-12.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8511_Woundingstress-Shoots-12.0h_Rep1	GSM131431.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	12	hours
GSE5627GSM131420	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131420 sample	GSE5627GSM131420 extract	total_RNA	GSE5627GSM131420 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8214_Woundingstress-Shoots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-8214_Woundingstress-Shoots-1.0h_Rep2	GSM131420.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	1	hours
GSE5627GSM131424	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131424 sample	GSE5627GSM131424 extract	total_RNA	GSE5627GSM131424 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8314_Woundingstress-Shoots-3.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-8314_Woundingstress-Shoots-3.0h_Rep2	GSM131424.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	3	hours
GSE5627GSM131419	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131419 sample	GSE5627GSM131419 extract	total_RNA	GSE5627GSM131419 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8211_Woundingstress-Shoots-1.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8211_Woundingstress-Shoots-1.0h_Rep1	GSM131419.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	1	hours
GSE5627GSM131434	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5627-1	GSE5627GSM131434 sample	GSE5627GSM131434 extract	total_RNA	GSE5627GSM131434 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8525_Woundingstress-Roots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-8525_Woundingstress-Roots-12.0h_Rep2	GSM131434.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	root	12	hours
GSE5627GSM131414	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5627-1	GSE5627GSM131414 sample	GSE5627GSM131414 extract	total_RNA	GSE5627GSM131414 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8724_Woundingstress-Roots-0.25h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-8724_Woundingstress-Roots-0.25h_Rep2	GSM131414.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	root	0.25	hours
GSE5627GSM131415	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5627-1	GSE5627GSM131415 sample	GSE5627GSM131415 extract	total_RNA	GSE5627GSM131415 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-8111_Woundingstress-Shoots-0.5h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-8111_Woundingstress-Shoots-0.5h_Rep1	GSM131415.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.raw.1.zip	E-GEOD-5627-processed-data-1628490609.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5627/E-GEOD-5627.processed.1.zip	shoot	0.5	hours
