AT1G01060	regulates	AT1G04400	Arabidopsis thaliana	literature
AT1G01060	regulates	AT1G22770	Arabidopsis thaliana	literature
AT1G01060	regulates	AT1G32900	Arabidopsis thaliana	literature
AT1G01060	regulates	AT1G65480	Arabidopsis thaliana	literature
AT1G01060	regulates	AT2G21660	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G01060	regulates	AT2G40080	Arabidopsis thaliana	literature
AT1G01060	regulates	AT2G46790	Arabidopsis thaliana	literature, motif, motif_DGF (seed coat)
AT1G01060	regulates	AT3G46640	Arabidopsis thaliana	literature
AT1G01060	regulates	AT5G02810	Arabidopsis thaliana	literature
AT1G01060	regulates	AT5G15840	Arabidopsis thaliana	literature
AT1G01060	regulates	AT5G61380	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G01380	regulates	AT1G79840	Arabidopsis thaliana	literature
AT1G01530	regulates	AT4G02560	Arabidopsis thaliana	literature
AT1G01530	regulates	AT4G16280	Arabidopsis thaliana	literature
AT1G02340	regulates	AT1G29910	Arabidopsis thaliana	literature
AT1G02340	regulates	AT4G16780	Arabidopsis thaliana	literature
AT1G02340	regulates	AT5G13930	Arabidopsis thaliana	literature
AT1G04370	regulates	AT2G44840	Arabidopsis thaliana	literature
AT1G04370	regulates	AT3G23240	Arabidopsis thaliana	literature
AT1G06160	regulates	AT3G12500	Arabidopsis thaliana	literature
AT1G06160	regulates	AT5G44420	Arabidopsis thaliana	literature
AT1G07640	regulates	AT2G22330	Arabidopsis thaliana	literature
AT1G07640	regulates	AT3G56970	Arabidopsis thaliana	literature
AT1G07640	regulates	AT3G56980	Arabidopsis thaliana	literature
AT1G07640	regulates	AT4G31500	Arabidopsis thaliana	literature
AT1G07640	regulates	AT4G39950	Arabidopsis thaliana	literature
AT1G07640	regulates	AT5G23010	Arabidopsis thaliana	literature
AT1G09530	regulates	AT1G01060	Arabidopsis thaliana	literature
AT1G09530	regulates	AT1G29930	Arabidopsis thaliana	literature
AT1G09530	regulates	AT1G44446	Arabidopsis thaliana	literature
AT1G09530	regulates	AT2G18790	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G09530	regulates	AT2G30570	Arabidopsis thaliana	literature
AT1G09530	regulates	AT2G46830	Arabidopsis thaliana	literature
AT1G09530	regulates	AT3G51240	Arabidopsis thaliana	literature, motif, motif_DGF (seed coat)
AT1G09530	regulates	AT4G14690	Arabidopsis thaliana	literature
AT1G09530	regulates	AT4G22880	Arabidopsis thaliana	literature
AT1G09530	regulates	AT5G13630	Arabidopsis thaliana	FunTFBS, literature, motif, motif_CE, motif_DGF (seedling)
AT1G09530	regulates	AT5G13930	Arabidopsis thaliana	literature
AT1G09530	regulates	AT5G42800	Arabidopsis thaliana	literature
AT1G09770	regulates	AT1G62360	Arabidopsis thaliana	literature
AT1G09770	regulates	AT1G75820	Arabidopsis thaliana	literature
AT1G09770	regulates	AT2G17950	Arabidopsis thaliana	literature
AT1G09770	regulates	AT2G27250	Arabidopsis thaliana	literature
AT1G09770	regulates	AT3G54180	Arabidopsis thaliana	literature
AT1G09770	regulates	AT4G16890	Arabidopsis thaliana	literature
AT1G10170	regulates	AT1G74710	Arabidopsis thaliana	literature
AT1G10170	regulates	AT2G14610	Arabidopsis thaliana	literature
AT1G10170	regulates	AT4G39030	Arabidopsis thaliana	literature
AT1G12610	regulates	AT1G50960	Arabidopsis thaliana	literature
AT1G12610	regulates	AT2G42540	Arabidopsis thaliana	literature
AT1G12610	regulates	AT5G17490	Arabidopsis thaliana	literature
AT1G12610	regulates	AT5G52310	Arabidopsis thaliana	literature, motif, motif_DGF (seedling)
AT1G12860	regulates	AT5G53210	Arabidopsis thaliana	literature
AT1G12980	regulates	AT2G17950	Arabidopsis thaliana	literature
AT1G12980	regulates	AT2G27250	Arabidopsis thaliana	literature
AT1G13960	regulates	AT2G14610	Arabidopsis thaliana	literature
AT1G14350	regulates	AT3G54180	Arabidopsis thaliana	literature
AT1G14350	regulates	AT4G34160	Arabidopsis thaliana	literature
AT1G14920	regulates	AT1G15550	Arabidopsis thaliana	literature
AT1G14920	regulates	AT2G04240	Arabidopsis thaliana	literature
AT1G14920	regulates	AT2G36270	Arabidopsis thaliana	literature
AT1G14920	regulates	AT3G27920	Arabidopsis thaliana	literature
AT1G14920	regulates	AT4G25420	Arabidopsis thaliana	literature
AT1G14920	regulates	AT5G61850	Arabidopsis thaliana	literature
AT1G15360	regulates	AT1G01120	Arabidopsis thaliana	literature
AT1G15360	regulates	AT1G02205	Arabidopsis thaliana	literature
AT1G15360	regulates	AT4G24510	Arabidopsis thaliana	literature
AT1G16490	regulates	AT1G15950	Arabidopsis thaliana	FunTFBS, literature, motif, motif_CE, motif_DGF (seed coat)
AT1G16490	regulates	AT1G51680	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G16490	regulates	AT2G30490	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G16490	regulates	AT2G37040	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G16490	regulates	AT2G38080	Arabidopsis thaliana	literature
AT1G16490	regulates	AT2G40890	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (root)
AT1G16490	regulates	AT4G34050	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seedling)
AT1G16490	regulates	AT4G37970	Arabidopsis thaliana	literature
AT1G16490	regulates	AT5G48930	Arabidopsis thaliana	FunTFBS, literature, motif, motif_CE, motif_DGF (seedling)
AT1G16490	regulates	AT5G54160	Arabidopsis thaliana	literature
AT1G18570	regulates	AT1G74100	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (root non hair)
AT1G18570	regulates	AT2G22330	Arabidopsis thaliana	literature, motif
AT1G18570	regulates	AT4G31500	Arabidopsis thaliana	literature
AT1G18570	regulates	AT4G39950	Arabidopsis thaliana	literature
AT1G18570	regulates	AT4G39980	Arabidopsis thaliana	literature
AT1G18570	regulates	AT5G54810	Arabidopsis thaliana	FunTFBS, literature, motif, motif_CE, motif_DGF (seedling)
AT1G19220	regulates	AT1G04240	Arabidopsis thaliana	literature
AT1G19220	regulates	AT2G42430	Arabidopsis thaliana	literature
AT1G19220	regulates	AT3G58190	Arabidopsis thaliana	literature
AT1G19220	regulates	AT4G14550	Arabidopsis thaliana	literature
AT1G19220	regulates	AT4G37650	Arabidopsis thaliana	literature
AT1G19350	regulates	AT2G20570	Arabidopsis thaliana	literature
AT1G19350	regulates	AT2G43060	Arabidopsis thaliana	literature
AT1G19350	regulates	AT4G38850	Arabidopsis thaliana	literature
AT1G19350	regulates	AT5G10140	Arabidopsis thaliana	literature, motif, motif_CE, motif_DGF (seed coat)
AT1G19350	regulates	AT5G44190	Arabidopsis thaliana	literature
AT1G19350	regulates	AT5G57560	Arabidopsis thaliana	literature
AT1G19850	regulates	AT1G01480	Arabidopsis thaliana	literature
AT1G19850	regulates	AT1G04550	Arabidopsis thaliana	literature
AT1G19850	regulates	AT1G12980	Arabidopsis thaliana	literature
AT1G19850	regulates	AT1G19850	Arabidopsis thaliana	literature
AT1G19850	regulates	AT1G73590	Arabidopsis thaliana	literature
AT1G19850	regulates	AT3G20840	Arabidopsis thaliana	literature, motif
AT1G19850	regulates	AT4G11280	Arabidopsis thaliana	literature
AT1G19850	regulates	AT4G32880	Arabidopsis thaliana	literature
AT1G19850	regulates	AT4G37770	Arabidopsis thaliana	literature
AT1G21970	regulates	AT1G06180	Arabidopsis thaliana	literature
AT1G21970	regulates	AT1G28300	Arabidopsis thaliana	literature
AT1G21970	regulates	AT1G62290	Arabidopsis thaliana	literature
AT1G21970	regulates	AT2G17090	Arabidopsis thaliana	literature
AT1G21970	regulates	AT2G36270	Arabidopsis thaliana	literature
AT1G21970	regulates	AT2G41260	Arabidopsis thaliana	literature
AT1G21970	regulates	AT3G24650	Arabidopsis thaliana	literature
AT1G21970	regulates	AT3G26790	Arabidopsis thaliana	literature
AT1G21970	regulates	AT3G51810	Arabidopsis thaliana	literature
AT1G21970	regulates	AT3G54320	Arabidopsis thaliana	literature
AT1G21970	regulates	AT4G27160	Arabidopsis thaliana	literature
AT1G21970	regulates	AT5G66400	Arabidopsis thaliana	literature
AT1G22070	regulates	AT2G14610	Arabidopsis thaliana	literature
AT1G22640	regulates	AT1G01060	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G01355	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G01790	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G01950	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G02120	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G04020	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G05380	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G06360	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G06460	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G07000	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G07160	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G07500	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G07510	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G07560	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G09176	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G10417	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G11210	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G11410	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G12550	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G13420	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G13730	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G13860	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G14060	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G14070	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G14230	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G15002	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G15280	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G15350	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G15970	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G16130	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G17850	Arabidopsis thaliana	ChIP-seq (seedling)
AT1G22640	regulates	AT1G17860	Arabidopsis thaliana	ChIP-seq (seedling)
