Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5626GSM131404	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131404 sample	GSE5626GSM131404 extract	total_RNA	GSE5626GSM131404 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7512_UV-Bstress-Shoots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7512_UV-Bstress-Shoots-12.0h_Rep2	GSM131404.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	12	hours
GSE5626GSM131402	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5626-1	GSE5626GSM131402 sample	GSE5626GSM131402 extract	total_RNA	GSE5626GSM131402 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7422_UV-Bstress-Roots-6.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7422_UV-Bstress-Roots-6.0h_Rep2	GSM131402.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	root	6	hours
GSE5626GSM131406	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5626-1	GSE5626GSM131406 sample	GSE5626GSM131406 extract	total_RNA	GSE5626GSM131406 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7522_UV-Bstress-Roots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7522_UV-Bstress-Roots-12.0h_Rep2	GSM131406.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	root	12	hours
GSE5626GSM131392	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131392 sample	GSE5626GSM131392 extract	total_RNA	GSE5626GSM131392 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7212_UV-Bstress-Shoots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7212_UV-Bstress-Shoots-1.0h_Rep2	GSM131392.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	1	hours
GSE5626GSM131399	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131399 sample	GSE5626GSM131399 extract	total_RNA	GSE5626GSM131399 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7411_UV-Bstress-Shoots-6.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-7411_UV-Bstress-Shoots-6.0h_Rep1	GSM131399.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	6	hours
GSE5626GSM131396	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131396 sample	GSE5626GSM131396 extract	total_RNA	GSE5626GSM131396 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7312_UV-Bstress-Shoots-3.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7312_UV-Bstress-Shoots-3.0h_Rep2	GSM131396.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	3	hours
GSE5626GSM131400	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131400 sample	GSE5626GSM131400 extract	total_RNA	GSE5626GSM131400 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7412_UV-Bstress-Shoots-6.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7412_UV-Bstress-Shoots-6.0h_Rep2	GSM131400.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	6	hours
GSE5626GSM131388	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131388 sample	GSE5626GSM131388 extract	total_RNA	GSE5626GSM131388 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7112_UV-Bstress-Shoots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7112_UV-Bstress-Shoots-0.5h_Rep2	GSM131388.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	0.5	hours
GSE5626GSM131390	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5626-1	GSE5626GSM131390 sample	GSE5626GSM131390 extract	total_RNA	GSE5626GSM131390 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7122_UV-Bstress-Roots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-7122_UV-Bstress-Roots-0.5h_Rep2	GSM131390.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	root	0.5	hours
GSE5626GSM131395	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5626-1	GSE5626GSM131395 sample	GSE5626GSM131395 extract	total_RNA	GSE5626GSM131395 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-7311_UV-Bstress-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-7311_UV-Bstress-Shoots-3.0h_Rep1	GSM131395.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.raw.1.zip	E-GEOD-5626-processed-data-1628490459.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5626/E-GEOD-5626.processed.1.zip	shoot	3	hours
