Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5624GSM131341	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131341 sample	GSE5624GSM131341 extract	total_RNA	GSE5624GSM131341 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4221_Droughtstress-Roots-1.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4221_Droughtstress-Roots-1.0h_Rep1	GSM131341.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	1	hours
GSE5624GSM131343	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5624-1	GSE5624GSM131343 sample	GSE5624GSM131343 extract	total_RNA	GSE5624GSM131343 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4311_Droughtstress-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4311_Droughtstress-Shoots-3.0h_Rep1	GSM131343.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	shoot	3	hours
GSE5624GSM131352	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5624-1	GSE5624GSM131352 sample	GSE5624GSM131352 extract	total_RNA	GSE5624GSM131352 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4512_Droughtstress-Shoots-12.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-4512_Droughtstress-Shoots-12.0h_Rep2	GSM131352.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	shoot	12	hours
GSE5624GSM131337	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131337 sample	GSE5624GSM131337 extract	total_RNA	GSE5624GSM131337 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4121_Droughtstress-Roots-0.5h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4121_Droughtstress-Roots-0.5h_Rep1	GSM131337.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	0.5	hours
GSE5624GSM131349	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131349 sample	GSE5624GSM131349 extract	total_RNA	GSE5624GSM131349 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4421_Droughtstress-Roots-6.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4421_Droughtstress-Roots-6.0h_Rep1	GSM131349.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	6	hours
GSE5624GSM131357	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131357 sample	GSE5624GSM131357 extract	total_RNA	GSE5624GSM131357 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4621_Droughtstress-Roots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4621_Droughtstress-Roots-24.0h_Rep1	GSM131357.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	24	hours
GSE5624GSM131345	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131345 sample	GSE5624GSM131345 extract	total_RNA	GSE5624GSM131345 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4321_Droughtstress-Roots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4321_Droughtstress-Roots-3.0h_Rep1	GSM131345.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	3	hours
GSE5624GSM131333	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5624-1	GSE5624GSM131333 sample	GSE5624GSM131333 extract	total_RNA	GSE5624GSM131333 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4721_Droughtstress-Roots-0.25h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4721_Droughtstress-Roots-0.25h_Rep1	GSM131333.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	root	0.25	hours
GSE5624GSM131331	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5624-1	GSE5624GSM131331 sample	GSE5624GSM131331 extract	total_RNA	GSE5624GSM131331 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4711_Droughtstress-Shoots-0.25h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-4711_Droughtstress-Shoots-0.25h_Rep1	GSM131331.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	shoot	0.25	hours
GSE5624GSM131356	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5624-1	GSE5624GSM131356 sample	GSE5624GSM131356 extract	total_RNA	GSE5624GSM131356 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-4612_Droughtstress-Shoots-24.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-4612_Droughtstress-Shoots-24.0h_Rep2	GSM131356.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.raw.1.zip	E-GEOD-5624-processed-data-1628486569.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5624/E-GEOD-5624.processed.1.zip	shoot	24	hours
