Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[OrganismPart]	Characteristics[Ecotype]	Protocol REF	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[ORGANISM PART]	FactorValue[SAMPLING TIME POINT]	Unit[TimeUnit]
GSE5625GSM131360	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131360 sample	GSE5625GSM131360 extract	total_RNA	GSE5625GSM131360 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5112_Genotoxicstress-Shoots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5112_Genotoxicstress-Shoots-0.5h_Rep2	GSM131360.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	0.5	hours
GSE5625GSM131367	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131367 sample	GSE5625GSM131367 extract	total_RNA	GSE5625GSM131367 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5311_Genotoxicstress-Shoots-3.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-5311_Genotoxicstress-Shoots-3.0h_Rep1	GSM131367.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	3	hours
GSE5625GSM131364	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131364 sample	GSE5625GSM131364 extract	total_RNA	GSE5625GSM131364 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5212_Genotoxicstress-Shoots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5212_Genotoxicstress-Shoots-1.0h_Rep2	GSM131364.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	1	hours
GSE5625GSM131366	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5625-1	GSE5625GSM131366 sample	GSE5625GSM131366 extract	total_RNA	GSE5625GSM131366 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5222_Genotoxicstress-Roots-1.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5222_Genotoxicstress-Roots-1.0h_Rep2	GSM131366.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	root	1	hours
GSE5625GSM131372	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131372 sample	GSE5625GSM131372 extract	total_RNA	GSE5625GSM131372 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5412_Genotoxicstress-Shoots-6.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5412_Genotoxicstress-Shoots-6.0h_Rep2	GSM131372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	6	hours
GSE5625GSM131363	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131363 sample	GSE5625GSM131363 extract	total_RNA	GSE5625GSM131363 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5211_Genotoxicstress-Shoots-1.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-5211_Genotoxicstress-Shoots-1.0h_Rep1	GSM131363.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	1	hours
GSE5625GSM131368	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131368 sample	GSE5625GSM131368 extract	total_RNA	GSE5625GSM131368 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5312_Genotoxicstress-Shoots-3.0h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5312_Genotoxicstress-Shoots-3.0h_Rep2	GSM131368.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	3	hours
GSE5625GSM131362	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5625-1	GSE5625GSM131362 sample	GSE5625GSM131362 extract	total_RNA	GSE5625GSM131362 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5122_Genotoxicstress-Roots-0.5h_Rep2	A-AFFY-2	P-AFFY-6	AtGen_6-5122_Genotoxicstress-Roots-0.5h_Rep2	GSM131362.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	root	0.5	hours
GSE5625GSM131373	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Roots	root	Col-0	P-G5625-1	GSE5625GSM131373 sample	GSE5625GSM131373 extract	total_RNA	GSE5625GSM131373 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5421_Genotoxicstress-Roots-6.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-5421_Genotoxicstress-Roots-6.0h_Rep1	GSM131373.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	root	6	hours
GSE5625GSM131379	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Col-0:  location: Growth Room Atmosphere: Normal Humidity: 50% Temperature: 24 Lighting: 16 hour days Medium: Murashige and Skoog Water: N/A. Stock Code: N1092; Tissue: Shoots	shoot	Col-0	P-G5625-1	GSE5625GSM131379 sample	GSE5625GSM131379 extract	total_RNA	GSE5625GSM131379 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	AtGen_6-5611_Genotoxicstress-Shoots-24.0h_Rep1	A-AFFY-2	P-AFFY-6	AtGen_6-5611_Genotoxicstress-Shoots-24.0h_Rep1	GSM131379.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.raw.1.zip	E-GEOD-5625-processed-data-1628487313.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5625/E-GEOD-5625.processed.1.zip	shoot	24	hours
