Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Characteristics[Ecotype]	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[COMPOUND]
GSE5753GSM134366	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.02% silwet. na	Cvi-1	GSE5753GSM134366 sample	GSE5753GSM134366 extract	total_RNA	GSE5753GSM134366 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-27_449_Cvi-1_0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-27_449_Cvi-1_0.02%-silwet_Rep3_ATH1	GSM134366.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	none
GSE5753GSM134371	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134371 sample	GSE5753GSM134371 extract	total_RNA	GSE5753GSM134371 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-32_367_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-32_367_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	GSM134371.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134363	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.02% silwet. na	Cvi-1	GSE5753GSM134363 sample	GSE5753GSM134363 extract	total_RNA	GSE5753GSM134363 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-24_437_Cvi-1_0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-24_437_Cvi-1_0.02%-silwet_Rep3_ATH1	GSM134363.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	none
GSE5753GSM134373	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134373 sample	GSE5753GSM134373 extract	total_RNA	GSE5753GSM134373 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-34_346_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-34_346_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	GSM134373.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134372	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134372 sample	GSE5753GSM134372 extract	total_RNA	GSE5753GSM134372 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-33_443_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep3_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-33_443_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep3_ATH1	GSM134372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134367	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134367 sample	GSE5753GSM134367 extract	total_RNA	GSE5753GSM134367 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-28_339_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-28_339_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep1_ATH1	GSM134367.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134374	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134374 sample	GSE5753GSM134374 extract	total_RNA	GSE5753GSM134374 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-35_373_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-35_373_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	GSM134374.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134358	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.02% silwet. na	Cvi-1	GSE5753GSM134358 sample	GSE5753GSM134358 extract	total_RNA	GSE5753GSM134358 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-19_336_Cvi-1_0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-19_336_Cvi-1_0.02%-silwet_Rep1_ATH1	GSM134358.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	none
GSE5753GSM134368	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.30 mM SA in 0.02% silwet. na	Cvi-1	GSE5753GSM134368 sample	GSE5753GSM134368 extract	total_RNA	GSE5753GSM134368 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-29_362_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-29_362_Cvi-1_0.30mM-SA-in-0.02%-silwet_Rep2_ATH1	GSM134368.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	salicylic acid
GSE5753GSM134364	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Cvi-1:  Treatment: 0.02% silwet. na	Cvi-1	GSE5753GSM134364 sample	GSE5753GSM134364 extract	total_RNA	GSE5753GSM134364 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	St.Clair_1-25_345_Cvi-1_0.02%-silwet_Rep1_ATH1	A-AFFY-2	P-AFFY-6	St.Clair_1-25_345_Cvi-1_0.02%-silwet_Rep1_ATH1	GSM134364.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.raw.1.zip	E-GEOD-5753-processed-data-1628605471.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-5753/E-GEOD-5753.processed.1.zip	none
